3.185207569359936814e-04	8.735909652969154693e-04	9.537627125601633605e-04	1.409634716429053122e-04	1.948033548679587335e-04	1.339225242862363832e-04	0.000000000000000000e+00	1.325141275325057407e-04	1.087708603278759062e-04	1.484307254068584832e-04	7.515675883007801299e-04	7.703644764324529229e-05	0.000000000000000000e+00
8.503495320915667975e-05	1.870975819395970165e-04	4.797676590416961916e-04	2.415539101453668784e-04	3.357701462087725117e-04	4.288587705196653848e-04	3.336102342581824315e-04	2.101388247880667151e-04	1.881777241413822585e-04	7.400977998125908032e-05	1.350045863707612830e-04	0.000000000000000000e+00	0.000000000000000000e+00
3.247662619739543439e-04	8.445181580782312172e-04	7.683979352031443995e-04	1.660084379639263424e-03	2.378726056896747140e-03	2.299684873144189085e-03	1.688984881209503299e-03	1.108831449499937715e-03	1.414848339093777380e-03	1.101923390832079686e-03	1.043446662884295155e-03	3.468448511261607221e-04	4.535001766081842587e-04
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.476324970925402264e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.703584487510671371e-03	6.399768918074235681e-03	7.744271009718501665e-03	4.324020278211255716e-03	5.600419358494842896e-03	4.428644085557069052e-03	2.466190397075926442e-03	8.970686770705413402e-04	5.649467498398421089e-04	9.271780769874401508e-04	0.000000000000000000e+00	3.508232592204128743e-04	3.749527603982699686e-04
9.512384596278543607e-05	1.505221147935103837e-04	0.000000000000000000e+00	0.000000000000000000e+00	1.083815028901734105e-04	8.587398503850271990e-05	5.582322644957633898e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.148169846704605318e-04	4.376248903677315251e-05	0.000000000000000000e+00
8.114352314704272430e-04	6.527314136840076586e-04	6.503802222837967197e-04	6.268084467228216775e-04	3.917318372435679664e-04	2.489323256770882651e-04	6.688818740654594100e-04	6.927760637912616431e-04	3.432692550271368827e-04	6.072913612906647406e-04	7.334828617775939830e-04	4.727072162897727665e-04	3.354320478398225267e-04
1.138603610766674237e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.402985295824883672e-04
6.101377998623106792e-04	9.458040670981633560e-04	4.072893896944880738e-04	3.332485955829849128e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
